epoch,accuracy,loss,val_accuracy,val_loss
0,0.8593676090240479,1.0885595083236694,0.8819295167922974,0.46777501702308655
1,0.9171240925788879,0.4075658321380615,0.9402819871902466,0.3148092031478882
2,0.9445558786392212,0.2677464783191681,0.9483786225318909,0.2375401258468628
3,0.9516071677207947,0.2270226627588272,0.9542028307914734,0.21904850006103516
4,0.9578889012336731,0.2074003517627716,0.9607388377189636,0.19980262219905853
5,0.9632121920585632,0.19021451473236084,0.9649186730384827,0.1839253008365631
6,0.9669882655143738,0.17656974494457245,0.9684808254241943,0.17079885303974152
7,0.9693025350570679,0.166483536362648,0.9691069722175598,0.16440029442310333
8,0.9710837006568909,0.15766943991184235,0.9703075885772705,0.15810824930667877
9,0.9722234606742859,0.15107685327529907,0.9726938605308533,0.14940229058265686
10,0.9733789563179016,0.1453792005777359,0.9734351634979248,0.14557890594005585
11,0.9745713472366333,0.13907180726528168,0.9746143221855164,0.13981866836547852
12,0.9754357933998108,0.13387203216552734,0.9745477437973022,0.1362866759300232
13,0.9761762022972107,0.12929938733577728,0.9757586717605591,0.13127721846103668
14,0.9769883155822754,0.1247544065117836,0.9762619733810425,0.1279132068157196
15,0.9776405096054077,0.12074997276067734,0.9770693778991699,0.12394712120294571
16,0.9781954884529114,0.1170835867524147,0.9774530529975891,0.12122701108455658
17,0.978365957736969,0.11492866277694702,0.9775805473327637,0.11955177038908005
18,0.9788774251937866,0.11151651293039322,0.9782191514968872,0.11606563627719879
19,0.9797571301460266,0.1072370782494545,0.9790879487991333,0.11208336055278778
20,0.980363667011261,0.10324016213417053,0.9794594645500183,0.10899253189563751
21,0.9808489084243774,0.099908247590065,0.9798529148101807,0.10635384917259216
22,0.9809707403182983,0.09797526895999908,0.9783871173858643,0.11087571084499359
23,0.9812443852424622,0.09573479741811752,0.9804187417030334,0.10226693749427795
24,0.9819211363792419,0.0922636091709137,0.9807010889053345,0.10050065815448761
25,0.9823079109191895,0.08981073647737503,0.9809356331825256,0.09901300072669983
26,0.9824891686439514,0.08811818808317184,0.9809203743934631,0.09815897047519684
27,0.9826246500015259,0.08671917766332626,0.9813073873519897,0.09655777364969254
28,0.9830028414726257,0.0846981629729271,0.981667160987854,0.09487450122833252
29,0.9833280444145203,0.0828196108341217,0.9817215204238892,0.09403831511735916
30,0.9836072325706482,0.08093709498643875,0.982027530670166,0.09250939637422562
31,0.9837870001792908,0.07944629341363907,0.9821291565895081,0.09170354902744293
32,0.9840259552001953,0.07785117626190186,0.9820245504379272,0.09157326817512512
33,0.9842291474342346,0.07652000337839127,0.9821288585662842,0.09064685553312302
34,0.9843275547027588,0.07555016875267029,0.982207179069519,0.08990901708602905
35,0.9844089150428772,0.07469358295202255,0.9825324416160583,0.08845622092485428
36,0.9845545887947083,0.07363103330135345,0.9826645255088806,0.08777637779712677
37,0.9848200678825378,0.072234146296978,0.9828147888183594,0.08687592297792435
38,0.9853107333183289,0.0700388103723526,0.9829506874084473,0.08598081767559052
39,0.985650897026062,0.06839393824338913,0.9830395579338074,0.08543761074542999
40,0.9858285784721375,0.06733691692352295,0.9830297231674194,0.0854812040925026
41,0.9858946800231934,0.06675615161657333,0.9831773042678833,0.08445939421653748
42,0.9861342310905457,0.06546593457460403,0.9832175374031067,0.08426748961210251
43,0.9862667322158813,0.0645640417933464,0.9832996129989624,0.08431587368249893
