epoch,accuracy,loss,val_accuracy,val_loss
0,0.9771971702575684,0.09017901122570038,0.9789230227470398,0.07974783331155777
1,0.9797757267951965,0.07588883489370346,0.9806442260742188,0.0727391466498375
2,0.9812696576118469,0.06916359812021255,0.9819807410240173,0.06659724563360214
3,0.9827272295951843,0.06285283714532852,0.9831057786941528,0.061725370585918427
4,0.9837420582771301,0.058548007160425186,0.9839102625846863,0.05851353704929352
5,0.9845325350761414,0.05515974014997482,0.9847708344459534,0.05507820099592209
6,0.9853330254554749,0.05180487781763077,0.9851993918418884,0.05294540524482727
7,0.9858812093734741,0.049544453620910645,0.985908031463623,0.05023849382996559
8,0.986392080783844,0.047414712607860565,0.9862692356109619,0.048690248280763626
9,0.986828625202179,0.04566134139895439,0.9864957928657532,0.04774298891425133
10,0.9871559739112854,0.04423622041940689,0.9870342016220093,0.0454748272895813
11,0.9876168966293335,0.04246659204363823,0.987378716468811,0.04408794641494751
12,0.9879238605499268,0.041230179369449615,0.9875518679618835,0.04322201386094093
13,0.9882473349571228,0.039963532239198685,0.9875140190124512,0.04308752715587616
14,0.9884710907936096,0.03901106119155884,0.9879044890403748,0.04192151501774788
15,0.9888643622398376,0.03761783987283707,0.9880269169807434,0.04120166599750519
16,0.9889407157897949,0.03722963482141495,0.9883608222007751,0.040177349001169205
17,0.9893504977226257,0.03579006716609001,0.9880938529968262,0.04088068753480911
18,0.9895767569541931,0.03492439538240433,0.9888347387313843,0.038421377539634705
19,0.9897705316543579,0.03419232368469238,0.9887943863868713,0.03849025443196297
