epoch,accuracy,loss,val_accuracy,val_loss
0,0.8879096508026123,0.6033595204353333,0.9311838150024414,0.27672234177589417
1,0.9443536996841431,0.23541894555091858,0.9536845684051514,0.20090129971504211
2,0.9559299349784851,0.1884310096502304,0.9597129225730896,0.17345207929611206
3,0.9603126049041748,0.16920405626296997,0.9631752967834473,0.15870745480060577
4,0.9627443552017212,0.15860629081726074,0.9625489711761475,0.15687890350818634
5,0.9648053646087646,0.14796964824199677,0.9662483334541321,0.14206211268901825
6,0.9662970304489136,0.13979096710681915,0.9672579169273376,0.1359722912311554
7,0.9671446681022644,0.13442495465278625,0.9678700566291809,0.13144835829734802
8,0.9678723216056824,0.1299663931131363,0.9686091542243958,0.12729321420192719
9,0.968471348285675,0.12605087459087372,0.9689748287200928,0.12398502975702286
10,0.9689779877662659,0.12274675071239471,0.9689527153968811,0.12219905108213425
11,0.9695166349411011,0.119619220495224,0.9701260328292847,0.11782944202423096
12,0.9698269367218018,0.11737480759620667,0.9702504873275757,0.11603299528360367
13,0.970246434211731,0.11493197083473206,0.9706829190254211,0.11371739953756332
14,0.9711079001426697,0.11168458312749863,0.97187739610672,0.1095607578754425
15,0.9724661111831665,0.10634297877550125,0.9727997779846191,0.10511521995067596
16,0.9735391736030579,0.10195590555667877,0.974280595779419,0.10055215656757355
17,0.9744940996170044,0.09844646602869034,0.9752379059791565,0.09669845551252365
18,0.9753019213676453,0.09519612789154053,0.9755501747131348,0.09506969153881073
19,0.9759846329689026,0.09238580614328384,0.9760906100273132,0.0922049880027771
