epoch,accuracy,loss,val_accuracy,val_loss
0,0.988892674446106,0.039400629699230194,0.989047110080719,0.038698453456163406
1,0.9896626472473145,0.03648826852440834,0.9884244203567505,0.040520161390304565
2,0.9898585677146912,0.03557902202010155,0.9882183074951172,0.04132426530122757
3,0.9901227951049805,0.03458842262625694,0.9881827235221863,0.04133310168981552
4,0.9903775453567505,0.033675502985715866,0.9884915947914124,0.04023030400276184
5,0.9904481172561646,0.033256568014621735,0.9885425567626953,0.04019058495759964
6,0.9908269047737122,0.03201103210449219,0.9886385798454285,0.04002978280186653
7,0.9911529421806335,0.030838049948215485,0.9884787201881409,0.04058680310845375
8,0.99111008644104,0.030780991539359093,0.9880079627037048,0.0422140434384346
9,0.9911577701568604,0.03052503615617752,0.987605094909668,0.04326638951897621
10,0.9913603663444519,0.029870029538869858,0.9878821969032288,0.0430731475353241
11,0.9915569424629211,0.02916080877184868,0.9879270195960999,0.04314674437046051
12,0.9917373061180115,0.0284646637737751,0.9879631400108337,0.04315079376101494
13,0.9921465516090393,0.02717205323278904,0.9879935383796692,0.04354884475469589
14,0.9922253489494324,0.02679048851132393,0.9878943562507629,0.04346858337521553
15,0.9921796917915344,0.026752140372991562,0.9874283075332642,0.04513353109359741
16,0.992513120174408,0.0256537813693285,0.988213837146759,0.042924631386995316
17,0.9925327301025391,0.0254299808293581,0.9879087805747986,0.04404018446803093
18,0.9927057027816772,0.024844471365213394,0.9879414439201355,0.04411943629384041
19,0.9927971959114075,0.02446342445909977,0.988095223903656,0.04424189031124115
20,0.9929745197296143,0.023859545588493347,0.9876411557197571,0.047224488109350204
21,0.9935624003410339,0.022112233564257622,0.9877739548683167,0.046888671815395355
22,0.9939806461334229,0.020789694041013718,0.9879031181335449,0.046508993953466415
23,0.994115948677063,0.020249443128705025,0.9878875613212585,0.04756071791052818
24,0.9940730929374695,0.0202210433781147,0.9881344437599182,0.04600813612341881
25,0.9940261840820312,0.020253702998161316,0.9873818755149841,0.051202062517404556
26,0.993959903717041,0.020333031192421913,0.9884408712387085,0.04578965902328491
27,0.9941084980964661,0.019879261031746864,0.988400936126709,0.04611228033900261
28,0.9940581917762756,0.019885199144482613,0.988192617893219,0.04622036591172218
29,0.994297981262207,0.019102873280644417,0.9881292581558228,0.046483997255563736
30,0.9944577217102051,0.018608519807457924,0.9885177612304688,0.0456213541328907
31,0.9945518374443054,0.018265239894390106,0.9886845946311951,0.04503773897886276
32,0.9933533072471619,0.021835360676050186,0.9888263940811157,0.043867141008377075
33,0.9945424795150757,0.01811758056282997,0.9886465072631836,0.0452098548412323
34,0.9950107932090759,0.016853129491209984,0.9888343214988708,0.04444727301597595
35,0.9953391551971436,0.0159020833671093,0.9887242913246155,0.04578700661659241
36,0.9953406453132629,0.015827352181077003,0.9887382388114929,0.046752311289310455
37,0.9952563047409058,0.015974843874573708,0.9888288974761963,0.0463569238781929
38,0.9954327344894409,0.015415520407259464,0.9889307618141174,0.0461014062166214
39,0.9955615997314453,0.014947187155485153,0.9889706969261169,0.046133313328027725
40,0.9956967234611511,0.014522839337587357,0.9886983633041382,0.0469922237098217
41,0.9958497285842896,0.013999119400978088,0.9886913299560547,0.04735115170478821
42,0.9959284067153931,0.013703743927180767,0.9887488484382629,0.04764463007450104
43,0.995924711227417,0.013628118671476841,0.9888383746147156,0.047600384801626205
44,0.9958853721618652,0.013657993637025356,0.9888340830802917,0.04816925898194313
45,0.995822012424469,0.01376634743064642,0.9886947274208069,0.04808250442147255
46,0.9956842064857483,0.014144007116556168,0.9879042506217957,0.05061761289834976
47,0.9956644773483276,0.014120090752840042,0.9884927272796631,0.049030959606170654
48,0.9957940578460693,0.01375576015561819,0.9886241555213928,0.04899275302886963
49,0.9960847496986389,0.012946125119924545,0.9883729815483093,0.050078023225069046
50,0.9962499141693115,0.012420172803103924,0.9882535338401794,0.05081077292561531
51,0.9963769912719727,0.011990055441856384,0.9883831739425659,0.05107058584690094
52,0.996538519859314,0.011518379673361778,0.9887024164199829,0.05028541758656502
53,0.99663907289505,0.011183139868080616,0.9887562990188599,0.05060935392975807
54,0.9966647624969482,0.01107925083488226,0.988332211971283,0.05260743200778961
55,0.9966646432876587,0.011022549122571945,0.9885905981063843,0.05212267115712166
56,0.9966053366661072,0.011183667927980423,0.9880724549293518,0.05343707278370857
57,0.9964708685874939,0.01148986630141735,0.9886927008628845,0.051530078053474426
58,0.996574342250824,0.011154348030686378,0.9886137843132019,0.05218479782342911
59,0.9966603517532349,0.010934198275208473,0.9886009693145752,0.05241730436682701
60,0.996545135974884,0.011217141523957253,0.9882855415344238,0.05458085238933563
61,0.996558666229248,0.011134886182844639,0.9884803295135498,0.05302802845835686
62,0.9965276718139648,0.011198867112398148,0.9884997010231018,0.052679531276226044
63,0.9965304732322693,0.01117515005171299,0.988657534122467,0.05268355458974838
64,0.9966060519218445,0.010902784764766693,0.9887057542800903,0.05242374911904335
65,0.9967295527458191,0.010550745762884617,0.9888094663619995,0.05222490057349205
66,0.9969853758811951,0.009860023856163025,0.98875492811203,0.052832141518592834
67,0.9972766637802124,0.00906101893633604,0.9887513518333435,0.053294651210308075
68,0.9973984956741333,0.008736703544855118,0.9887770414352417,0.05402509123086929
69,0.9973882436752319,0.00873225275427103,0.9887341856956482,0.05427928268909454
70,0.9973422884941101,0.00876671727746725,0.9880543947219849,0.05717909708619118
71,0.9971749782562256,0.009153454564511776,0.9885903596878052,0.05474462732672691
72,0.9971253871917725,0.009296659380197525,0.9883810877799988,0.0574239157140255
73,0.9971526861190796,0.009194565936923027,0.9888649582862854,0.0554613433778286
74,0.9972674250602722,0.008867076598107815,0.9887596368789673,0.05678281933069229
75,0.9971392154693604,0.009196603670716286,0.9884181022644043,0.05927274003624916
76,0.9970322847366333,0.009479853324592113,0.988781750202179,0.05650542676448822
77,0.9969098567962646,0.009740030393004417,0.9887727499008179,0.055921997874975204
78,0.997150182723999,0.009100193157792091,0.9885812997817993,0.05683920904994011
79,0.9973769783973694,0.008507953956723213,0.9888065457344055,0.05608489736914635
80,0.9975275993347168,0.008057740516960621,0.9887310266494751,0.05680497735738754
81,0.9975001215934753,0.008187266997992992,0.988787829875946,0.0575474351644516
82,0.997512698173523,0.008092560805380344,0.9888575077056885,0.056279391050338745
83,0.9976817965507507,0.007597435265779495,0.9888908863067627,0.05681613087654114
84,0.9977771639823914,0.007316750939935446,0.9888563752174377,0.05700342357158661
85,0.9978401064872742,0.007132594473659992,0.9888929128646851,0.05737987533211708
86,0.9977658987045288,0.007282190956175327,0.9886974096298218,0.05811396241188049
87,0.9977476596832275,0.0073172543197870255,0.9887238144874573,0.05847015231847763
88,0.9976749420166016,0.007497352082282305,0.9888272881507874,0.05804137513041496
89,0.9975826144218445,0.0076948776841163635,0.9887917041778564,0.05908362939953804
90,0.9975636601448059,0.007771275471895933,0.988795280456543,0.058902494609355927
91,0.9975147247314453,0.007868739776313305,0.9887359738349915,0.05811935290694237
92,0.9974327683448792,0.008142279461026192,0.988456666469574,0.05946965515613556
93,0.997418224811554,0.008122351951897144,0.988811731338501,0.058802347630262375
94,0.9975688457489014,0.007708401419222355,0.9889384508132935,0.058375392109155655
95,0.9977672696113586,0.00717971520498395,0.9887711405754089,0.05885222181677818
96,0.9979361295700073,0.006718264892697334,0.9886374473571777,0.0599227249622345
97,0.9980265498161316,0.006479171104729176,0.9889292120933533,0.05906855687499046
98,0.9980766177177429,0.006319548934698105,0.9888972043991089,0.05918963998556137
99,0.998026967048645,0.0064378827810287476,0.9889754056930542,0.05952132120728493
100,0.9980423450469971,0.006353253498673439,0.9890227913856506,0.060016024857759476
101,0.9978809952735901,0.006750583183020353,0.9888969659805298,0.06001780554652214
102,0.9980763792991638,0.006223118863999844,0.9891389012336731,0.06005401164293289
103,0.9981613755226135,0.006000587251037359,0.9889869093894958,0.06038571149110794
104,0.9981539249420166,0.006050173193216324,0.9889844655990601,0.060612671077251434
105,0.9980807900428772,0.006224897224456072,0.9889733791351318,0.0610017254948616
106,0.9979658722877502,0.006468560546636581,0.9887486100196838,0.06107231229543686
107,0.9980084896087646,0.006372977048158646,0.9884023070335388,0.06286069750785828
108,0.9979702830314636,0.0064330631867051125,0.9884526133537292,0.0627443864941597
109,0.9979884624481201,0.006392291747033596,0.9884155988693237,0.0627879723906517
