epoch,accuracy,loss,val_accuracy,val_loss
0,0.8621498346328735,0.7935638427734375,0.9197854399681091,0.43598830699920654
1,0.9288896322250366,0.3803507089614868,0.9419894218444824,0.27073150873184204
2,0.9426847696304321,0.25623828172683716,0.946231484413147,0.23932074010372162
3,0.9526894092559814,0.22147290408611298,0.9558801054954529,0.20986585319042206
4,0.9609088897705078,0.19345997273921967,0.9646680951118469,0.18098193407058716
5,0.9667567014694214,0.1720012128353119,0.9689764976501465,0.1644207388162613
6,0.9701106548309326,0.15870584547519684,0.9721916317939758,0.15093010663986206
7,0.9733144044876099,0.14219987392425537,0.9740270972251892,0.1396722048521042
8,0.9662814140319824,0.17172111570835114,0.9717630743980408,0.15064391493797302
9,0.9733361601829529,0.13914266228675842,0.9750010371208191,0.13205236196517944
10,0.9733970761299133,0.13700975477695465,0.9579617381095886,0.19835899770259857
11,0.9709505438804626,0.14786787331104279,0.9746806621551514,0.13161543011665344
12,0.976828396320343,0.11926685273647308,0.9779343605041504,0.11570052802562714
13,0.979229748249054,0.10590977221727371,0.979803204536438,0.10501366853713989
